"drama_id","title","country","network","airday","airtime","prod_team","genre","start_date","end_date","status"
"53548","RNA","대한민국","KBS2","월화","21:50","이홍구 (극본)+전기상 (연출)","드라마","2000.07.10","2000.09.05","방송종료"
"55829","가문의 영광","대한민국","MBC","월화수목금","19:05","최영근 (기획)+박선자  (극본)+최영근 (연출) 외 1명","시트콤","2000.02.14","2000.05.12","방송종료"
"50489","가을동화","대한민국","KBS2","월화","21:50","이형민 (기획)+오수연 (극본)+윤석호 (연출)","드라마","2000.09.18","2000.11.07","방송종료"
"49463","경찰특공대","대한민국","SBS","수목","21:50","이종수 (기획)+이한호 (극본)+정세호 (연출)","드라마","2000.07.19","2000.09.07","방송종료"
"55696","골뱅이","대한민국","SBS",,,"박재현  (극본) 외 2명+신정관  (연출) 외 2명","시트콤","2000.10.16","2001.11.16","방송종료"
"58131","깁스 가족","대한민국","MBC","금","19:30","최성실 (극본) 외 1명","시트콤","2000.01.07","2000.05.12","방송종료"
"53052","꼭지","대한민국","KBS2","토일","19:50","이경희 (극본)+정성효 (연출)","드라마","2000.03.25","2000.09.10","방송종료"
"53582","나는 그녀가 좋다","대한민국","KBS2","월화","21:55","한준영 (극본)+전산 (연출) 외 1명","드라마","2000.01.03","2000.02.21","방송종료"
"53195","나쁜친구들","대한민국","MBC","수목","21:55","김지수 (극본)+장용우 (연출)","드라마","2000.03.01","2000.04.20","방송종료"
"60664","내일은 맑음","대한민국","KBS2",,,"윤혁민 (극본)+이유황 (연출)","드라마","2000.10.02","2001.02.17","방송종료"
"54404","논스톱1","대한민국","MBC","월화수목금","19:00",,"시트콤","2000.05.15","2000.07.28","방송종료"
"53533","눈꽃","대한민국","KBS2","월화","21:50","진수완 (극본)+김평중 (연출)","드라마","2000.11.13","2001.01.02","방송종료"
"51815","눈으로 말해요","대한민국","MBC",,,"오영숙 (극본) 외 1명+고동선 (연출)","드라마","2000.03.19","2001.03.25","방송종료"
"54405","뉴 논스톱","대한민국","MBC","월화수목금","19:00","김현희 (극본) 외 1명+김민식 (연출)","시트콤","2000.07.31","2002.05.17","방송종료"
"57782","느낌이 좋아","대한민국","MBC",,,"김홍주 (극본)+김정호 (연출) 외 1명","드라마","2000.01.03","2000.08.05","방송종료"
"49386","당신때문에","대한민국","MBC","월화수목금","20:25","이재갑 (기획)+이금림 (극본)+장근수 (연출)","드라마","2000.04.24","2000.10.13","방송종료"
"49375","뜨거운 것이 좋아","대한민국","MBC","월화","21:55","이선미 (극본) 외 2명+김남원 (연출)","드라마","2000.07.10","2000.09.05","방송종료"
"53047","루키","대한민국","SBS","월화","21:55","공영화 (기획)+주은희 (극본)+고흥식 (연출)","드라마","2000.12.11","2001.01.30","방송종료"
"49455","메디컬센터","대한민국","SBS",,,"조수원 (연출) 외 1명","드라마","2000.10.22","2001.08.12","방송종료"
"60456","TV소설 민들레","대한민국","KBS1",,,"홍영희 (극본)+전성홍 (연출)","드라마","2000.04.17","2000.10.21","방송종료"
"53555","바보같은 사랑","대한민국","KBS2","월화","21:50","노희경 (극본)+표민수 (연출)","드라마","2000.04.24","2004.06.27","방송종료"
"60574","반쪽이네","대한민국","KBS2",,,"정형석 (극본) 외 3명+이재영 (연출)","드라마","2000.01.22","2000.04.29","방송종료"
"49046","불꽃","대한민국","SBS","수목","21:55","김수현 (극본)+정을영 (연출)","드라마","2000.02.02","2000.05.18","방송종료"
"53192","비밀","대한민국","MBC","수목","21:55","박종 (기획)+정유경 (극본)+김사현 (연출)","드라마","2000.09.13","2000.11.09","방송종료"
"53494","사랑은 아무나 하나","대한민국","MBC","토일","20:00","이재갑 (기획)+김진숙 (극본)+정인 (연출)","드라마","2000.05.06","2000.10.29","방송종료"
"58317","사랑할수록","대한민국","MBC","월화수목금토","09:00","강병문 (기획)+박찬홍  (극본)+배한천  (연출)","드라마","2000.08.07","2001.02.03","방송종료"
"53571","성난 얼굴로 돌아보라","대한민국","KBS2","월화","21:50","김영찬 (극본)+이민홍 (연출) 외 1명","드라마","2000.02.28","2000.04.18","방송종료"
"50171","시트콤 세친구","대한민국","MBC","월","22:55","이성은 (극본) 외 1명+송창의 (연출)","시트콤","2000.02.14","2001.04.09","방송종료"
"53466","소설 목민심서","대한민국","KBS2",,,"박영숙 (극본) 외 1명+함형진 (연출)","드라마","2000.05.01","2000.10.12","방송종료"
"51451","신귀공자","대한민국","MBC",,,"김선영 (극본) 외 1명+이주환 (연출)","드라마","2000.07.12","2000.09.07","방송종료"
"49388","아줌마","대한민국","MBC","월화","21:55","김승수 (기획)+정성주 (극본)+안판석 (연출) 외 1명","드라마","2000.09.18","2001.03.20","방송종료"
"58735","TV소설 약속","대한민국","KBS1",,,"송정림 (극본)+지영수 (연출) 외 1명","드라마","2000.10.23","2001.04.21","방송종료"
"49399","엄마야 누나야","대한민국","MBC","토일","19:55","김세영 (기획)+조소혜 (극본)+이관희 (연출)","드라마","2000.11.04","2001.04.22","방송종료"
"53196","여자만세","대한민국","SBS","수목","21:55","예랑 (극본)+오세강 (연출)","드라마","2000.11.15","2001.01.04","방송종료"
"53327","온달 왕자들","대한민국","MBC","월화수목금","20:20","이재갑 (기획)+임성한 (극본)+권석장 (연출)","드라마","2000.10.16","2001.04.20","방송종료"
"60764","요정 컴미","대한민국","KBS2","월화수목금","17:00","황순영 (극본) 외 1명+하태진 (연출)","드라마","2000.03.06","2002.02.15","방송종료"
"49495","웬만해선 그들을 막을 수 없다","대한민국","SBS",,,"송재정 (극본) 외 1명+김병욱 (연출)","시트콤","2000.12.18","2002.02.22","방송종료"
"53665","은사시 나무","대한민국","SBS",,,"김수현 (극본)+곽영범 (연출)","드라마","2000.11.14","2000.11.14","방송종료"
"48074","이브의 모든것","대한민국","MBC","수목","07:45","박지현 (극본) 외 1명+이진석 (연출) 외 1명","드라마","2000.04.26","2000.07.06","방송종료"
"54459","자꾸만 보고 싶네","대한민국","SBS","월화수목금","20:45","박정주 (극본)+운군일 (연출)","드라마","2000.09.18","2001.03.30","방송종료"
"51405","좋아좋아","대한민국","SBS","일","08:50","권인찬 (극본) 외 1명+조남국 (연출) 외 1명","드라마","2000.04.30","2000.10.22","방송종료"
"53051","좋은걸 어떡해","대한민국","KBS1","월화수목금","20:25","최윤정 (극본)+김용규 (연출)","드라마","2000.05.01","2001.02.02","방송종료"
"49470","줄리엣의 남자","대한민국","SBS","수목","21:55","박계옥 (극본)+오종록 (연출)","드라마","2000.09.14","2000.11.09","방송종료"
"53197","진실","대한민국","MBC","수목","21:55","김인영 (극본) 외 1명+장두익 (연출)","드라마","2000.01.05","2000.02.24","방송종료"
"53509","천둥소리","대한민국","KBS2","수목","21:50","손영목 (극본)+이상우 (연출)","드라마","2000.10.18","2001.04.12","방송종료"
"53049","천사의 분노","대한민국","SBS","월화","21:55","고선희 (극본)+정을영 (연출)","드라마","2000.10.23","2000.12.05","방송종료"
"53050","태양은 가득히","대한민국","KBS2","토일","07:50","배유미 (극본) 외 1명+고영탁 (연출) 외 1명","드라마","2000.09.16","2001.03.18","방송종료"
"49640","태조 왕건","대한민국","KBS1","토일","21:45","이환경 (극본)+김종선 (연출) 외 3명","드라마","2000.04.01","2002.02.24","방송종료"
"53200","팝콘","대한민국","SBS","수목","21:55","이희명 (극본)+장기홍 (연출)","드라마","2000.05.24","2000.07.13","방송종료"
"54526","학교3","대한민국","KBS1",,,"홍진아 (극본) 외 1명+이강현 (연출) 외 1명","드라마","2000.03.05","2001.04.01","방송종료"
"49401","황금시대","대한민국","MBC","수목","21:55","신호균 (기획)+정성희 (극본)+이승렬 (연출)","드라마","2000.11.29","2001.02.01","방송종료"
"49368","가을에 만난 남자","대한민국","MBC","수목","21:55","이은규 (기획)+조명주 (극본)+이창순 (연출)","드라마","2001.10.17","2001.12.20","방송종료"
"49315","결혼의 법칙","대한민국","MBC","월화수목금","20:20","문영남 (극본)+장수봉 (연출)","드라마","2001.04.23","2001.11.02","방송종료"
"53527","귀여운 여인","대한민국","KBS2","월화","21:50","김선영 (극본)","드라마","2001.01.08","2001.02.27","방송종료"
"49390","그 여자네 집","대한민국","MBC","토일","19:55","김정수 (극본)+박종 (연출) 외 1명","드라마","2001.04.28","2001.10.21","방송종료"
"53351","그래도 사랑해","대한민국","SBS","토일","20:50","허숙 (극본)+허용 (연출)","드라마","2001.01.16","2001.07.15","방송종료"
"60635","꽃밭에서","대한민국","KBS2",,,"김홍주 (극본)+노동렬 (연출) 외 2명","드라마","2001.02.19","2001.08.25","방송종료"
"58093","낮에도 별은 뜬다","대한민국","MBC",,"21:55","김운경 (극본)+임화민 (연출)","드라마","2001.05.18","2001.05.18","방송종료"
"49576","내 마음의 보석상자","대한민국","MBC","월화수목금토","09:00","강병문 (기획)+박지현 (극본)+김정호 (연출)","드라마","2001.02.05","2001.08.18","방송종료"
"49392","네 자매 이야기","대한민국","MBC","수목","21:50","신호균 (기획)+김이영 (극본) 외 1명+이진석 (연출)","드라마","2001.06.13","2001.08.16","방송종료"
"48120","대추나무 사랑걸렸네","대한민국","KBS1","수","19:30","양근승 (극본)+염현섭 (연출) 외 1명","드라마","1990.09.09","2007.10.10","방송종료"
"51721","동서는 좋겠네","대한민국","KBS2",,,"김지수 (극본)+고영탁 (연출)","드라마","2001.08.27","2002.01.12","방송종료"
"53036","동양극장","대한민국","KBS1","토일","19:50","이상현 (극본)+김종창 (연출)","드라마","2001.06.09","2001.09.09","방송종료"
"49513","딱 좋아","대한민국","SBS",,,"마석철 (극본)+이창태 (연출) 외 1명","시트콤","2001.11.19","2002.03.15","방송종료"
"53179","로펌","대한민국","SBS","수목","21:55","예랑 (극본)+정세호 (연출)","드라마","2001.06.06","2001.07.26","방송종료"
"49297","맛있는청혼","대한민국","MBC","수목","21:55","이은규 (기획)+김인영 (극본)+박성수 (연출)","드라마","2001.02.07","2001.03.29","방송종료"
"49373","매일 그대와","대한민국","MBC","월화수목금","20:25","장근수 (기획)+소현경 (극본)","드라마","2001.11.05","2002.05.29","방송종료"
"58180","TV소설 매화연가","대한민국","KBS1",,,"구현숙 (극본)+김명욱 (연출)","드라마","2001.04.23","2001.11.03","방송종료"
"50600","명성황후","대한민국","KBS2","수목","21:50","정하연 (극본)+윤용훈 (연출) 외 2명","드라마","2001.05.09","2002.07.18","방송종료"
"53496","미나","대한민국","KBS2","월화","21:50","서현주 (극본)+김재순 (연출) 외 1명","드라마","2001.11.05","2001.12.25","방송종료"
"49387","반달곰 내사랑","대한민국","MBC","수목","21:55","이은규 (기획)+정유경 (극본)+김남원 (연출)","드라마","2001.08.22","2001.10.11","방송종료"
"56398","보고싶은 얼굴","대한민국","MBC","월화수목금토","09:00","김세영 (기획) 외 1명+박찬홍 (극본)+이형선 (연출)","드라마","2001.08.20","2002.01.19","방송종료"
"53517","비단향꽃무","대한민국","KBS2","월화","21:55","김지우 (극본)+박찬홍 (연출)","드라마","2001.03.05","2001.05.08","방송종료"
"53034","사랑은 이런거야","대한민국","KBS1","월화수목금","20:25","문보현 (기획)+이덕재 (극본)+진형욱 (연출) 외 1명","드라마","2001.10.29","2002.06.28","방송종료"
"49617","상도","대한민국","MBC","월화","21:55","이병훈 (기획)+최완규 (극본) 외 1명+이병훈 (연출)","드라마","2001.10.15","2002.04.02","방송종료"
"50404","새엄마","대한민국","KBS1",,,"이응진 (기획)+이현재 (극본) 외 1명+박수동 (연출)","드라마","2001.11.05","2002.08.03","방송종료"
"49371","선희진희","대한민국","MBC","월화","21:55","김승수 (기획)+김진숙 (극본)+이주환 (연출)","드라마","2001.08.20","2001.10.09","방송종료"
"57579","소문난 여자","대한민국","SBS","월화수목금","20:45","박정란 (극본)+성준기 (연출)","드라마","2001.04.02","2001.10.05","방송종료"
"65411","소풍","대한민국","MBC",,,"최창욱 (기획)+황성연 (극본)+조중현 (연출)","드라마","2001.12.26","2001.12.27","방송종료"
"53166","수호천사","대한민국","SBS","수목","21:55","이희명 (극본)+김영섭 (연출)","드라마","2001.08.01","2001.09.20","방송종료"
"53186","순자","대한민국","SBS","수목","21:55","고동률 (극본) 외 1명+문정수 (연출) 외 1명","드라마","2001.01.10","2001.03.08","방송종료"
"53499","순정","대한민국","KBS2","월화","21:55","이경희 (극본)+정성효 (연출)","드라마","2001.09.03","2001.10.30","방송종료"
"53163","신화","대한민국","SBS","수목","21:55","김영현 (극본)+김종학 (연출) 외 1명","드라마","2001.09.26","2001.11.15","방송종료"
"49428","아름다운 날들","대한민국","SBS","수목","21:55","윤성희 (극본)+이장수 (연출)","드라마","2001.03.14","2001.05.31","방송종료"
"53347","아버지와 아들","대한민국","SBS","토일","20:50","박진숙 (극본)+김한영 (연출)","드라마","2001.07.21","2001.10.28","방송종료"
"49499","아버지처럼 살기 싫었어","대한민국","KBS2","토일","19:50","윤흥식 (기획)+최윤정 (극본)+김용규 (연출)","드라마","2001.09.15","2002.02.24","방송종료"
"51606","어쩌면 좋아","대한민국","MBC","일","09:00","조중현 (기획)+박정화 (극본) 외 2명+유정준 (연출)","드라마","2001.04.01","2002.01.27","방송종료"
"49616","여우와 솜사탕","대한민국","MBC","토일","19:55","김보영 (극본)+정인 (연출)","드라마","2001.10.27","2002.04.27","방송종료"
"49187","여인천하","대한민국","SBS","월화수목금",,"유동윤 (극본)+김재형 (연출)","드라마","2001.02.05","2002.07.23","방송종료"
"61186","여자는 왜?","대한민국","KBS2","월화수목금","21:20","한준영 (극본)+염현섭 (연출)","드라마","2001.11.07","2002.07.12","방송종료"
"53982","연인들","대한민국","MBC","월","23:05","이성은 (극본) 외 1명+송창의 (연출)","시트콤","2001.11.05","2002.12.23","방송종료"
"49568","외출","대한민국","SBS","월화수목금토","08:30","주찬옥 (극본)+이현직 (연출)","드라마","2001.10.09","2002.03.30","방송종료"
"49398","우리집","대한민국","MBC","금","19:25","이진석 (기획)+박선자 (극본) 외 1명+이진석 (연출) 외 1명","드라마","2001.11.09","2002.03.29","방송종료"
"53046","우리가 남인가요","대한민국","KBS1","월화수목금","20:20","김종식 (기획)+최현경 (극본)+이성주 (연출) 외 1명","드라마","2001.02.05","2001.10.26","방송종료"
"49508","이 부부가 사는 법","대한민국","SBS",,,"서영명 (극본)+이영희 (연출)","드라마","2001.10.08","2002.03.29","방송종료"
"53512","인생은 아름다워","대한민국","KBS2","월화","21:50","이홍구 (극본)+문보현 (연출)","드라마","2001.05.14","2001.07.03","방송종료"
"65157","잘난 걸 어떡해","대한민국","KBS2",,,"이재우 (연출)+양기선 (책임프로듀서)","드라마","2001.11.05","2002.03.08","방송종료"
"53508","쿨","대한민국","KBS2","월화","21:50","박언희 (극본)+이민홍 (연출) 외 1명","드라마","2001.07.09","2001.08.28","방송종료"
"53042","푸른안개","대한민국","KBS2","토일","19:55","이금림 (극본)+표민수 (연출)","드라마","2001.03.24","2001.05.27","방송종료"
"49394","피아노","대한민국","SBS","수목","21:55","김규완 (극본)+오종록 (연출) 외 1명","드라마","2001.11.21","2002.01.10","방송종료"
"49502","학교4","대한민국","KBS2","일","10:00","이향희 (극본) 외 2명+정해룡 (연출) 외 1명","드라마","2001.04.08","2002.03.31","방송종료"
"49066","허니 허니","대한민국","SBS","일",,"문선희 (극본) 외 1명+김용재 (연출) 외 1명","시트콤","2001.05.02","2002.01.23","방송종료"
"49372","호텔리어","대한민국","MBC","수목","21:50","강은경 (극본)+장용우 (연출)","드라마","2001.04.04","2001.06.07","방송종료"
"53207","홍국영","대한민국","MBC","월화","21:55","임충 (극본)+이재갑 (연출)","드라마","2001.03.26","2001.08.07","방송종료"
"49050","화려한 시절","대한민국","SBS","토일","20:50","김수룡 (기획)+노희경 (극본)+이종한 (연출)","드라마","2001.11.03","2002.04.21","방송종료"
"49551","가족만들기","대한민국","SBS",,,"최지연 (극본)+홍창욱 (연출)","드라마","2002.09.20","2002.09.20","방송종료"
"49396","거침없는 사랑","대한민국","KBS2","월화","21:50","이선희 (극본)+이강현 (연출)","드라마","2002.05.20","2002.07.23","방송종료"
"49639","겨울연가","대한민국","KBS2","토","11:15","김은희 (극본) 외 2명+윤석호 (연출) 외 1명","드라마","2002.01.14","2002.03.19","방송종료"
"53414","결혼합시다","대한민국","KBS2","월화수목금","21:20","이유선 (극본) 외 1명+장수봉 (연출) 외 2명","드라마","2002.07.15","2002.12.27","방송종료"
"49619","고독","대한민국","KBS2","월화","21:50","김종식 (기획)+노희경 (극본)+표민수 (연출) 외 1명","드라마","2002.10.21","2002.12.24","방송종료"
"49364","고백","대한민국","MBC","월화","21:55","정운현 (기획)+이란 (극본)+임화민 (연출)","드라마","2002.07.01","2002.08.20","방송종료"
"51438","골목안 사람들","대한민국","KBS2","월화수목금토","09:00","지상학 (극본)+노동렬 (연출)","드라마","2002.01.14","2002.06.01","방송종료"
"49032","그 여자 사람잡네","대한민국","SBS","토일",,"문영남 (극본)+성준기 (연출)","드라마","2002.04.27","2002.10.27","방송종료"
"49641","그 햇살이 나에게","대한민국","MBC","수목","21:55","이은규 (기획)+김인영 (극본)+김사현 (연출)","드라마","2002.01.02","2002.02.21","방송종료"
"49590","그대는 이 세상","대한민국","SBS",,,,"드라마","2002.11.14","2002.11.14","방송종료"
"49615","그대를 알고부터","대한민국","MBC","토일","19:55","박종 (기획)+정성주 (극본)+박종 (연출)","드라마","2002.04.28","2002.10.20","방송종료"
"49563","나쁜 여자들","대한민국","SBS","수목","21:55","박현주 (극본)+최문석 (연출)","드라마","2002.05.08","2002.06.27","방송종료"
"49363","내 사랑 팥쥐","대한민국","MBC","월화","21:55","장근수 (기획)+김이영 (극본)+이진석 (연출)","드라마","2002.08.26","2002.09.24","방송종료"
"51448","내 이름은 공주","대한민국","MBC","월화수목금토","09:00","오현창 (기획)+이은정 (극본)+백호민 (연출)","드라마","2002.01.21","2002.06.29","방송종료"
"51447","내사랑 누굴까","대한민국","KBS2","토일","19:50","김수현 (극본)+정을영 (연출)","드라마","2002.03.02","2002.12.29","방송종료"
"49620","네 멋대로 해라","대한민국","MBC","수목","21:55","신호균 (기획)+인정옥 (극본)+박성수 (연출)","드라마","2002.07.03","2002.09.05","방송종료"
"52873","논스톱3","대한민국","MBC","월화수목금","18:50","박혜련 (극본)+김민식 (연출)","시트콤","2002.06.28","2003.09.12","방송종료"
"49622","당신 옆이 좋아","대한민국","KBS2","월화수목금","20:25","정성희 (극본)+이성주 (연출) 외 1명","드라마","2002.07.01","2003.01.31","방송종료"
"49294","대망","대한민국","SBS","토일","21:50","송지나 (극본)+김종학 (연출)","드라마","2002.10.02","2003.01.05","방송종료"
"49565","대박가족","대한민국","SBS",,,"목연희 (극본)+이용석 (연출)","시트콤","2002.02.25","2003.02.28","방송종료"
"49025","똑바로 살아라","대한민국","SBS","월화수목금","18:35","양희승 (극본) 외 1명+김병욱 (연출) 외 2명","시트콤","2002.11.05","2003.10.31","방송종료"
"49031","라이벌","대한민국","SBS","토일","21:50","진수완 (극본)+이창한 (연출) 외 1명","드라마","2002.08.03","2002.10.06","방송종료"
"49250","러빙유","대한민국","KBS2","월화","21:50","김종현 (극본) 외 1명+이건준 (연출)","드라마","2002.07.29","2002.09.03","방송종료"
"80364","레츠고!","대한민국","SBS",,,,"드라마","2002.03.18","2002.06.28","방송종료"
"53189","로망스","대한민국","MBC","수목","21:55","정운현 (기획)+배유미 (극본)+이대영 (연출)","드라마","2002.05.08","2002.06.27","방송종료"
"49618","리멤버","대한민국","MBC","수목","21:55","신호균 (기획)+박찬홍 (극본)","드라마","2002.09.18","2002.10.31","방송종료"
"58486","막상막하","대한민국","MBC","월화","21:55","양승완 (극본) 외 1명+임태우 (연출)","드라마","2002.11.25","2002.12.02","방송종료"
"50400","매직키드 마수리","대한민국","KBS2","월화수목금","18:30","한상길 (기획)+권인찬 (극본)+이성연 (연출) 외 1명","드라마","2002.02.18","2004.02.27","방송종료"
"49613","맹가네 전성시대","대한민국","MBC","토일","19:55","이재갑 (기획)+예랑 (극본)+김남원 (연출)","드라마","2002.10.26","2003.02.23","방송종료"
"49064","명랑소녀 성공기","대한민국","SBS","수목","21:55","이희명 (극본)+장기홍 (연출) 외 1명","드라마","2002.03.13","2002.05.02","방송종료"
"49404","별을 쏘다","대한민국","SBS","수목","21:55","윤성희 (극본)+이장수 (연출) 외 1명","드라마","2002.11.20","2003.01.09","방송종료"
"56618","사랑을 예약하세요","대한민국","MBC",,,"오현창 (기획)+김성희 (극본) 외 2명+권석장 (연출)","드라마","2002.02.03","2002.10.13","방송종료"
"49365","삼총사","대한민국","MBC","수목","21:55","정운현 (기획)+정영선 (극본) 외 2명+장두익 (연출) 외 1명","드라마","2002.11.06","2003.01.02","방송종료"
"51654","색소폰과 찹쌀떡","대한민국","KBS2",,,"윤용훈 (기획)+최순식 (극본)+강석무 (연출) 외 1명","드라마","2002.06.03","2002.12.07","방송종료"
"49367","선물","대한민국","MBC","수목","21:55","이은규 (기획)+박후정 (극본)+이승렬 (연출)","드라마","2002.02.27","2002.04.25","방송종료"
"49564","순수의시대","대한민국","SBS","수목","21:50","이정선 (극본)+김종혁 (연출) 외 1명","드라마","2002.07.03","2002.08.22","방송종료"
"49466","야인시대","대한민국","SBS",,,"이환경 (극본)+장형일 (연출)","드라마","2002.07.29","2003.09.30","방송종료"
"50630","어사 박문수","대한민국","MBC","월화","21:55","장근수 (기획)+고동률 (극본) 외 1명+정인 (연출)","드라마","2002.12.09","2003.02.04","방송종료"
"49505","얼음꽃","대한민국","SBS",,,"이희명 (극본)+김영섭 (연출)","드라마","2002.09.16","2003.03.01","방송종료"
"49516","엄마의 노래","대한민국","SBS",,,"주은희 (극본)+허웅 (연출)","드라마","2002.04.01","2002.09.14","방송종료"
"49403","여고 동창생","대한민국","KBS2","월화수목금토","09:00","김홍주 (극본)+노동렬 (연출)","드라마","2002.12.09","2003.05.31","방송종료"
"53191","오남매","대한민국","SBS","월화수목금","20:45","이희우 (극본)+곽영범 (연출)","드라마","2002.04.01","2002.10.18","방송종료"
"49427","오렌지","대한민국","SBS",,,"이숙진 (극본)+김태형 (연출) 외 1명","시트콤","2002.07.01","2002.10.31","방송종료"
"49575","위기의 남자","대한민국","MBC","월화","21:55","이선미 (극본) 외 1명+신호균 (연출) 외 1명","드라마","2002.04.08","2002.06.03","방송종료"
"49652","유리구두","대한민국","SBS","토일","21:45","강은경 (극본)+최윤석 (연출)","드라마","2002.03.02","2002.07.28","방송종료"
"49519","TV소설 인생화보","대한민국","KBS1","월화수목금","08:35","홍영희 (극본)+이상우 (연출)","드라마","2002.08.05","2003.04.19","방송종료"
"49574","인어아가씨","대한민국","MBC","월화수목금","20:20","이재갑 (기획)+임성한 (극본)+이주환 (연출) 외 1명","드라마","2002.06.24","2003.06.27","방송종료"
"49034","장희빈","대한민국","KBS2","수목","21:55","강태완 (극본)+이영국 (연출) 외 1명","드라마","2002.11.06","2003.10.23","방송종료"
"49515","전원일기","대한민국","MBC","일","08:50","차범석 (극본) 외 12명+이연헌 (연출) 외 13명","드라마","1980.10.21","2002.12.29","방송종료"
"49426","정","대한민국","SBS","수목","21:50","장영철 (극본) 외 1명+정세호 (연출)","드라마","2002.08.28","2002.11.13","방송종료"
"50629","제국의 아침","대한민국","KBS1","토일","21:50","이환경 (극본)+김형일 (연출) 외 1명","드라마","2002.03.02","2003.01.26","방송종료"
"49249","지금은 연애중","대한민국","SBS","수목","21:50","운군일 (기획)+윤성희 (극본)+오세강 (연출)","드라마","2002.01.16","2002.03.07","방송종료"
"49402","천국의 아이들","대한민국","KBS2","월화","21:50","윤정건 (극본)+김용규 (연출)","드라마","2002.09.09","2002.10.15","방송종료"
"50632","태양인 이제마","대한민국","KBS2","수목","21:50","이녹영 (기획)+김항명 (극본)+고영탁 (연출)","드라마","2002.07.24","2002.10.31","방송종료"
"51968","프렌즈","대한민국","MBC",,,"키지마 이사노 (기획) 외 1명+황선영 (극본) 외 1명+도이 노부히로 (연출) 외 1명","드라마","2002.02.15","2002.02.16","방송종료"
"49507","해뜨는 집","대한민국","SBS",,,"박범수 (극본)+고흥식 (연출)","드라마","2002.10.21","2003.05.16","방송종료"
"49503","햇빛사냥","대한민국","KBS2","월화","21:50","김종식 (기획)+김혜정 (극본)+김종창 (연출)","드라마","2002.03.25","2002.05.14","방송종료"
"49573","현정아 사랑해","대한민국","MBC","월화","21:55","정운현 (기획)+정유경 (극본)+안판석 (연출) 외 1명","드라마","2002.09.30","2002.11.12","방송종료"
"49366","황금마차","대한민국","MBC","월화수목금토","09:00","김사현 (기획)+최윤정 (극본)+이형선 (연출) 외 1명","드라마","2002.07.01","2003.03.01","방송종료"
"49316","흐르는 강물처럼","대한민국","SBS","토일","20:45","김정수 (극본)+이영희 (연출)","드라마","2002.11.02","2003.04.20","방송종료"
"49647","1%의 어떤것","대한민국","MBC","일","09:50","장근수 (기획)+현고운 (극본)+장근수 (연출)","드라마","2003.07.06","2003.12.28","방송종료"
"49648","귀여운 여인","대한민국","MBC","월화수목금","20:20","정성희 (극본)+최이섭 (연출)","드라마","2003.11.10","2004.06.04","방송종료"
"49534","그녀는 짱!","대한민국","KBS2","월화","21:50","이녹영 (기획)+조희 (극본)+김용규 (연출) 외 1명","드라마","2003.11.10","2004.01.13","방송종료"
"53663","그대 아직도 꿈꾸고 있는가","대한민국","MBC","월화수목금토","09:00","박지현 (극본)+한철수 (연출) 외 1명","드라마","2003.03.03","2003.09.20","방송종료"
"56466","기쁜소식","대한민국","MBC","일","09:50","권이상 (기획)+김인영 (극본)+이정표  (연출)","드라마","2003.01.05","2003.06.29","방송종료"
"49631","나는 달린다","대한민국","MBC","수목","21:55","이재갑 (기획)+이경희 (극본)+박성수 (연출)","드라마","2003.10.22","2003.12.11","방송종료"
"57770","나는 이혼하지 않는다","대한민국","KBS2","월화수목금토","09:00","홍영희 (극본)+전성홍 (연출)","드라마","2003.10.13","2004.04.17","방송종료"
"49581","남자의 향기","대한민국","MBC","수목","21:55","이은규 (기획)+고동률 (극본) 외 1명+이대영 (연출)","드라마","2003.05.14","2003.07.10","방송종료"
"49044","내 인생의 콩깍지","대한민국","MBC","월화","21:55","장근수 (기획)+조명주 (극본)+한희 (연출)","드라마","2003.04.27","2003.05.27","방송종료"
"49535","노란손수건","대한민국","KBS1","월화수목금","20:25","김규태 (기획)+박정란 (극본)+김종창 (연출)","드라마","2003.02.03","2003.10.03","방송종료"
"49627","논스톱4","대한민국","MBC","월화수목금","18:50",,"시트콤","2003.09.15","2004.10.01","방송종료"
"49623","눈사람","대한민국","MBC","수목","21:55","정운현 (기획)+김도우 (극본)+이창순 (연출)","드라마","2003.01.08","2003.03.06","방송종료"
"49113","다모","대한민국","MBC","월화","21:55","조중현 (기획)+정형수 (극본)+이재규 (연출)","드라마","2003.07.28","2003.09.09","방송종료"
"49650","달려라 울엄마","대한민국","KBS2","월화수목금","21:20","이남규 (극본)+김석윤 (연출) 외 4명","시트콤","2003.06.09","2004.05.14","방송종료"
"49454","당신곁으로","대한민국","SBS",,,"이홍구 (극본)+홍창욱 (연출)","드라마","2003.03.03","2003.09.10","방송종료"
"49197","대장금","대한민국","MBC","월화","21:55","조중현 (기획)+김영현 (극본)+이병훈 (연출)","드라마","2003.09.15","2004.03.30","방송종료"
"49295","때려","대한민국","SBS","수목","21:55","구본근 (기획)+이윤정 (극본)+김영섭 (연출) 외 1명","드라마","2003.10.08","2003.11.27","방송종료"
"50513","러브레터","대한민국","MBC","월화","21:55","장근수 (기획)+오수연 (극본)+오경훈 (연출)","드라마","2003.02.10","2003.04.01","방송종료"
"50506","로즈마리","대한민국","KBS2","수목","21:50","송지나 (극본)+이건준 (연출)","드라마","2003.10.29","2003.12.25","방송종료"
"49643","무인시대","대한민국","KBS1","토일","22:10","이녹영 (기획)+유동윤 (극본)+정영철 (연출) 외 3명","드라마","2003.02.08","2004.08.15","방송종료"
